# pressure (bar)  pressure(Pa)     B_prime_g        B_prime_c        Temp(K)          h_w (J/kg)        h_w (kJ/kg)
1.01325E+00      1.01325E+05      1.00000E+01      0.00000E+00      2.50000E+02      -8.78029E+06      -8.78029E+03  # noqa E999
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      2.90000E+03      8.48296E+06      8.48296E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      2.92500E+03      8.76457E+06      8.76457E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      2.95000E+03      9.05535E+06      9.05535E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      2.97500E+03      9.35553E+06      9.35553E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.00000E+03      9.66538E+06      9.66538E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.02500E+03      9.98519E+06      9.98519E+03
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.05000E+03      1.03153E+07      1.03153E+04
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.07500E+03      1.06560E+07      1.06560E+04
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.10000E+03      1.10078E+07      1.10078E+04
1.01325E+00      1.01325E+05      5.50000E+00      0.00000E+00      3.12500E+03      1.13711E+07      1.13711E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.58878E-02      3.15000E+03      1.17465E+07      1.17465E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.83921E-02      3.17500E+03      1.21346E+07      1.21346E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.55290E-01      3.20000E+03      1.25362E+07      1.25362E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.27251E-01      3.22500E+03      1.29519E+07      1.29519E+04
1.01325E+00      1.01325E+05      5.50000E+00      3.05092E-01      3.25000E+03      1.33827E+07      1.33827E+04
1.01325E+00      1.01325E+05      5.50000E+00      3.89809E-01      3.27500E+03      1.38297E+07      1.38297E+04
1.01325E+00      1.01325E+05      5.50000E+00      4.82621E-01      3.30000E+03      1.42938E+07      1.42938E+04
1.01325E+00      1.01325E+05      5.50000E+00      5.85011E-01      3.32500E+03      1.47763E+07      1.47763E+04
1.01325E+00      1.01325E+05      5.50000E+00      6.98792E-01      3.35000E+03      1.52785E+07      1.52785E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.26180E-01      3.37500E+03      1.58016E+07      1.58016E+04
1.01325E+00      1.01325E+05      5.50000E+00      9.69881E-01      3.40000E+03      1.63470E+07      1.63470E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.13322E+00      3.42500E+03      1.69157E+07      1.69157E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.32027E+00      3.45000E+03      1.75089E+07      1.75089E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.53609E+00      3.47500E+03      1.81273E+07      1.81273E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.78691E+00      3.50000E+03      1.87714E+07      1.87714E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.08054E+00      3.52500E+03      1.94408E+07      1.94408E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.42679E+00      3.55000E+03      2.01347E+07      2.01347E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.83812E+00      3.57500E+03      2.08511E+07      2.08511E+04
1.01325E+00      1.01325E+05      5.50000E+00      3.33051E+00      3.60000E+03      2.15871E+07      2.15871E+04
1.01325E+00      1.01325E+05      5.50000E+00      3.92477E+00      3.62500E+03      2.23383E+07      2.23383E+04
1.01325E+00      1.01325E+05      5.50000E+00      4.64836E+00      3.65000E+03      2.30988E+07      2.30988E+04
1.01325E+00      1.01325E+05      5.50000E+00      5.53828E+00      3.67500E+03      2.38616E+07      2.38616E+04
1.01325E+00      1.01325E+05      5.50000E+00      6.64540E+00      3.70000E+03      2.46178E+07      2.46178E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.04161E+00      3.72500E+03      2.53575E+07      2.53575E+04
1.01325E+00      1.01325E+05      5.50000E+00      9.83160E+00      3.75000E+03      2.60695E+07      2.60695E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.21738E+01      3.77500E+03      2.67421E+07      2.67421E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.53192E+01      3.80000E+03      2.73631E+07      2.73631E+04
1.01325E+00      1.01325E+05      5.50000E+00      1.96900E+01      3.82500E+03      2.79204E+07      2.79204E+04
1.01325E+00      1.01325E+05      5.50000E+00      2.60522E+01      3.85000E+03      2.84020E+07      2.84020E+04
1.01325E+00      1.01325E+05      5.50000E+00      3.59493E+01      3.87500E+03      2.87966E+07      2.87966E+04
1.01325E+00      1.01325E+05      5.50000E+00      5.30038E+01      3.90000E+03      2.90923E+07      2.90923E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.81105E+01      3.92500E+03      2.92767E+07      2.92767E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.81105E+01      3.95000E+03      2.92767E+07      2.92767E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.81105E+01      3.97500E+03      2.92767E+07      2.92767E+04
1.01325E+00      1.01325E+05      5.50000E+00      8.81105E+01      4.00000E+03      2.92767E+07      2.92767E+04
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.50000E+02      -8.03271E+06      -8.03271E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.75000E+02      -7.97349E+06      -7.97349E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.00000E+02      -7.90720E+06      -7.90720E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.25000E+02      -7.83379E+06      -7.83379E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.50000E+02      -7.75405E+06      -7.75405E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.75000E+02      -7.66934E+06      -7.66934E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      4.00000E+02      -7.58118E+06      -7.58118E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      4.25000E+02      -7.49097E+06      -7.49097E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      4.50000E+02      -7.39982E+06      -7.39982E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      4.75000E+02      -7.30847E+06      -7.30847E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      5.00000E+02      -7.21728E+06      -7.21728E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      5.25000E+02      -7.12623E+06      -7.12623E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      5.50000E+02      -7.03497E+06      -7.03497E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      5.75000E+02      -6.94276E+06      -6.94276E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      6.00000E+02      -6.84843E+06      -6.84843E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      6.25000E+02      -6.75030E+06      -6.75030E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      6.50000E+02      -6.64604E+06      -6.64604E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      6.75000E+02      -6.53241E+06      -6.53241E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      7.00000E+02      -6.40507E+06      -6.40507E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      7.25000E+02      -6.25831E+06      -6.25831E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      7.50000E+02      -6.08488E+06      -6.08488E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      7.75000E+02      -5.87604E+06      -5.87604E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      8.00000E+02      -5.62216E+06      -5.62216E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      8.25000E+02      -5.31402E+06      -5.31402E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      8.50000E+02      -4.94512E+06      -4.94512E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      8.75000E+02      -4.51478E+06      -4.51478E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      9.00000E+02      -4.03126E+06      -4.03126E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      9.25000E+02      -3.51342E+06      -3.51342E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      9.50000E+02      -2.98901E+06      -2.98901E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      9.75000E+02      -2.48884E+06      -2.48884E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.00000E+03      -2.03872E+06      -2.03872E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.02500E+03      -1.65313E+06      -1.65313E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.05000E+03      -1.33402E+06      -1.33402E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.07500E+03      -1.07426E+06      -1.07426E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.10000E+03      -8.62653E+05      -8.62653E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.12500E+03      -6.87781E+05      -6.87781E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.15000E+03      -5.39892E+05      -5.39892E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.17500E+03      -4.11420E+05      -4.11420E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.20000E+03      -2.96791E+05      -2.96791E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.22500E+03      -1.92004E+05      -1.92004E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.25000E+03      -9.42255E+04      -9.42255E+01
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.27500E+03      -1.45187E+03      -1.45187E+00
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.30000E+03      8.77362E+04      8.77362E+01
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.32500E+03      1.74351E+05      1.74351E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.35000E+03      2.59121E+05      2.59121E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.37500E+03      3.42576E+05      3.42576E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.40000E+03      4.25104E+05      4.25104E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.42500E+03      5.06997E+05      5.06997E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.45000E+03      5.88472E+05      5.88472E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.47500E+03      6.69698E+05      6.69698E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.50000E+03      7.50808E+05      7.50808E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.52500E+03      8.31905E+05      8.31905E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.55000E+03      9.13076E+05      9.13076E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.57500E+03      9.94395E+05      9.94395E+02
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.60000E+03      1.07592E+06      1.07592E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.62500E+03      1.15772E+06      1.15772E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.65000E+03      1.23983E+06      1.23983E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.67500E+03      1.32232E+06      1.32232E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.70000E+03      1.40523E+06      1.40523E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.72500E+03      1.48860E+06      1.48860E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.75000E+03      1.57251E+06      1.57251E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.77500E+03      1.65699E+06      1.65699E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.80000E+03      1.74210E+06      1.74210E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.82500E+03      1.82792E+06      1.82792E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.85000E+03      1.91451E+06      1.91451E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.87500E+03      2.00193E+06      2.00193E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.90000E+03      2.09027E+06      2.09027E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.92500E+03      2.17961E+06      2.17961E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.95000E+03      2.27004E+06      2.27004E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      1.97500E+03      2.36165E+06      2.36165E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.00000E+03      2.45456E+06      2.45456E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.02500E+03      2.54887E+06      2.54887E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.05000E+03      2.64471E+06      2.64471E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.07500E+03      2.74219E+06      2.74219E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.10000E+03      2.84147E+06      2.84147E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.12500E+03      2.94267E+06      2.94267E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.15000E+03      3.04595E+06      3.04595E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.17500E+03      3.15147E+06      3.15147E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.20000E+03      3.25941E+06      3.25941E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.22500E+03      3.36993E+06      3.36993E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.25000E+03      3.48321E+06      3.48321E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.27500E+03      3.59946E+06      3.59946E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.30000E+03      3.71886E+06      3.71886E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.32500E+03      3.84162E+06      3.84162E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.35000E+03      3.96795E+06      3.96795E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.37500E+03      4.09807E+06      4.09807E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.40000E+03      4.23219E+06      4.23219E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.42500E+03      4.37054E+06      4.37054E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.45000E+03      4.51334E+06      4.51334E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.47500E+03      4.66083E+06      4.66083E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.50000E+03      4.81322E+06      4.81322E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.52500E+03      4.97076E+06      4.97076E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.55000E+03      5.13368E+06      5.13368E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.57500E+03      5.30220E+06      5.30220E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.60000E+03      5.47654E+06      5.47654E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.62500E+03      5.65694E+06      5.65694E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.65000E+03      5.84362E+06      5.84362E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.67500E+03      6.03679E+06      6.03679E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.70000E+03      6.23667E+06      6.23667E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.72500E+03      6.44346E+06      6.44346E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.75000E+03      6.65737E+06      6.65737E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.77500E+03      6.87861E+06      6.87861E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.80000E+03      7.10737E+06      7.10737E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.82500E+03      7.34385E+06      7.34385E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.85000E+03      7.58824E+06      7.58824E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.87500E+03      7.84075E+06      7.84075E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.90000E+03      8.10158E+06      8.10158E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.92500E+03      8.37094E+06      8.37094E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.95000E+03      8.64906E+06      8.64906E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      2.97500E+03      8.93619E+06      8.93619E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.00000E+03      9.23258E+06      9.23258E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.02500E+03      9.53854E+06      9.53854E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.05000E+03      9.85440E+06      9.85440E+03
1.01325E+00      1.01325E+05      4.00000E+00      0.00000E+00      3.07500E+03      1.01805E+07      1.01805E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.08723E-02      3.10000E+03      1.05174E+07      1.05174E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.22491E-02      3.12500E+03      1.08654E+07      1.08654E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.06117E-01      3.15000E+03      1.12252E+07      1.12252E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.52808E-01      3.17500E+03      1.15975E+07      1.15975E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.02728E-01      3.20000E+03      1.19829E+07      1.19829E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.56374E-01      3.22500E+03      1.23824E+07      1.23824E+04
1.01325E+00      1.01325E+05      4.00000E+00      3.14354E-01      3.25000E+03      1.27968E+07      1.27968E+04
1.01325E+00      1.01325E+05      4.00000E+00      3.77408E-01      3.27500E+03      1.32274E+07      1.32274E+04
1.01325E+00      1.01325E+05      4.00000E+00      4.46444E-01      3.30000E+03      1.36752E+07      1.36752E+04
1.01325E+00      1.01325E+05      4.00000E+00      5.22567E-01      3.32500E+03      1.41416E+07      1.41416E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.07127E-01      3.35000E+03      1.46281E+07      1.46281E+04
1.01325E+00      1.01325E+05      4.00000E+00      7.01774E-01      3.37500E+03      1.51360E+07      1.51360E+04
1.01325E+00      1.01325E+05      4.00000E+00      8.08524E-01      3.40000E+03      1.56670E+07      1.56670E+04
1.01325E+00      1.01325E+05      4.00000E+00      9.29852E-01      3.42500E+03      1.62225E+07      1.62225E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.06880E+00      3.45000E+03      1.68040E+07      1.68040E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.22912E+00      3.47500E+03      1.74125E+07      1.74125E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.41546E+00      3.50000E+03      1.80489E+07      1.80489E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.63363E+00      3.52500E+03      1.87137E+07      1.87137E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.89094E+00      3.55000E+03      1.94063E+07      1.94063E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.19666E+00      3.57500E+03      2.01256E+07      2.01256E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.56267E+00      3.60000E+03      2.08693E+07      2.08693E+04
1.01325E+00      1.01325E+05      4.00000E+00      3.00446E+00      3.62500E+03      2.16335E+07      2.16335E+04
1.01325E+00      1.01325E+05      4.00000E+00      3.54247E+00      3.65000E+03      2.24133E+07      2.24133E+04
1.01325E+00      1.01325E+05      4.00000E+00      4.20420E+00      3.67500E+03      2.32017E+07      2.32017E+04
1.01325E+00      1.01325E+05      4.00000E+00      5.02751E+00      3.70000E+03      2.39904E+07      2.39904E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.06582E+00      3.72500E+03      2.47695E+07      2.47695E+04
1.01325E+00      1.01325E+05      4.00000E+00      7.39702E+00      3.75000E+03      2.55277E+07      2.55277E+04
1.01325E+00      1.01325E+05      4.00000E+00      9.13888E+00      3.77500E+03      2.62526E+07      2.62526E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.14781E+01      3.80000E+03      2.69314E+07      2.69314E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.47287E+01      3.82500E+03      2.75507E+07      2.75507E+04
1.01325E+00      1.01325E+05      4.00000E+00      1.94603E+01      3.85000E+03      2.80973E+07      2.80973E+04
1.01325E+00      1.01325E+05      4.00000E+00      2.68214E+01      3.87500E+03      2.85580E+07      2.85580E+04
1.01325E+00      1.01325E+05      4.00000E+00      3.95084E+01      3.90000E+03      2.89195E+07      2.89195E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.56368E+01      3.92500E+03      2.91673E+07      2.91673E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.56368E+01      3.95000E+03      2.91673E+07      2.91673E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.56368E+01      3.97500E+03      2.91673E+07      2.91673E+04
1.01325E+00      1.01325E+05      4.00000E+00      6.56368E+01      4.00000E+03      2.91673E+07      2.91673E+04
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      2.50000E+02      -7.69922E+06      -7.69922E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      2.75000E+02      -7.64115E+06      -7.64115E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      3.00000E+02      -7.57609E+06      -7.57609E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      3.25000E+02      -7.50408E+06      -7.50408E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      3.50000E+02      -7.42598E+06      -7.42598E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      3.75000E+02      -7.34320E+06      -7.34320E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      4.00000E+02      -7.25725E+06      -7.25725E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      4.25000E+02      -7.16951E+06      -7.16951E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      4.50000E+02      -7.08101E+06      -7.08101E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      4.75000E+02      -6.99240E+06      -6.99240E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      5.00000E+02      -6.90396E+06      -6.90396E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      5.25000E+02      -6.81558E+06      -6.81558E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      5.50000E+02      -6.72683E+06      -6.72683E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      5.75000E+02      -6.63691E+06      -6.63691E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      6.00000E+02      -6.54462E+06      -6.54462E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      6.25000E+02      -6.44827E+06      -6.44827E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      6.50000E+02      -6.34556E+06      -6.34556E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      6.75000E+02      -6.23337E+06      -6.23337E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      7.00000E+02      -6.10758E+06      -6.10758E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      7.25000E+02      -5.96284E+06      -5.96284E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      7.50000E+02      -5.79241E+06      -5.79241E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      7.75000E+02      -5.58830E+06      -5.58830E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      8.00000E+02      -5.34181E+06      -5.34181E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      8.25000E+02      -5.04470E+06      -5.04470E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      8.50000E+02      -4.69131E+06      -4.69131E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      8.75000E+02      -4.28133E+06      -4.28133E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      9.00000E+02      -3.82269E+06      -3.82269E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      9.25000E+02      -3.33298E+06      -3.33298E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      9.50000E+02      -2.83803E+06      -2.83803E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      9.75000E+02      -2.36650E+06      -2.36650E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.00000E+03      -1.94246E+06      -1.94246E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.02500E+03      -1.57940E+06      -1.57940E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.05000E+03      -1.27905E+06      -1.27905E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.07500E+03      -1.03463E+06      -1.03463E+03
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.10000E+03      -8.35555E+05      -8.35555E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.12500E+03      -6.71010E+05      -6.71010E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.15000E+03      -5.31792E+05      -5.31792E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.17500E+03      -4.10769E+05      -4.10769E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.20000E+03      -3.02693E+05      -3.02693E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.22500E+03      -2.03804E+05      -2.03804E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.25000E+03      -1.11442E+05      -1.11442E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.27500E+03      -2.37326E+04      -2.37326E+01
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.30000E+03      6.06537E+04      6.06537E+01
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.32500E+03      1.42662E+05      1.42662E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.35000E+03      2.22972E+05      2.22972E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.37500E+03      3.02076E+05      3.02076E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.40000E+03      3.80338E+05      3.80338E+02
1.01325E+00      1.01325E+05      3.00000E+00      0.00000E+00      1.42500E+03      4.58026E+05      4.58026E+02
